title,link,create_time,title_en
可穿戴式多模态闭环神经调控设备,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495999&idx=2&sn=221d5ef387aacac3481b88bffbed9a57&chksm=cfb7967af8c01f6c1bc35202346f3664d2a081d8f4002e2b4f6c177a062eb2ab66ddc02f4d8b#rd,2024/10/21 17:11,Wearable multimodal closed-loop neuromodulation device
面向5G通信基站用氮化镓基射频器件项目,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495973&idx=1&sn=f227bb312ce09d3d7962bfc3b9bac531&chksm=cfb79660f8c01f76a0cfbadb47020f593cd227a832f346a9143a51f7867cbcea32fcd4ab9831#rd,2024/10/18 15:54,Gallium nitride-based radio frequency device project for 5G communication base stations
中高压SiC大功率器件研制及产业化,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495969&idx=1&sn=9c75f7ff1c27596548c262d50f5e0f45&chksm=cfb79664f8c01f72e665c0ee76cdc37d841f8e3f4d4550b7a29b88e9ec6743e6acf56e60f5c6#rd,2024/10/17 16:30,Development and industrialization of medium and high voltage SiC high power devices
面向新型能源利用的高效稳定钙钛矿光伏和探测器件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495965&idx=1&sn=6b9fc54cc4a07970a5394b7804947be7&chksm=cfb79658f8c01f4ee8d17533bbbc2ca87a8dbbf24a12e16fdabcd0202278f41a9ef8f305cdb6#rd,2024/10/16 16:32,Efficient and stable perovskite photovoltaic and detection devices for new energy utilization
硅基氮化镓射频功率器件及关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495961&idx=1&sn=817701630083fc82f86a523f1285078e&chksm=cfb7965cf8c01f4a9f799b9ff56c0e7a59767f19973b86ea0bcf7ebe1e4a592965e883a0224b#rd,2024/10/15 14:34,GaN-on-silicon RF power devices and key technologies
单光子固态激光雷达芯片与系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495957&idx=1&sn=4f4760991d80c65760d88d6fe24617cd&chksm=cfb79650f8c01f4648065f424351e1b9b0379a1ec10caafb4428714d1db3ef936261de7d5b2a#rd,2024/10/14 15:55,Single-photon solid-state lidar chips and systems
大尺寸GaN异质外延技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495953&idx=1&sn=240664407e2061dd1041f4cf101afb45&chksm=cfb79654f8c01f4218e23d31dbf13c40dbdd916f63f279f378c4098bbf66cdee92fff19d5756#rd,2024/10/12 17:33,Large-size GaN heteroepitaxial technology
大型装备健康运行监测与数据分析平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495949&idx=1&sn=ac1adb7d91138c621ce069c18f9d6c9f&chksm=cfb79648f8c01f5ea50679b11d559a5a18464416707642e6fdbb690442e472a62ec9e15b07e8#rd,2024/10/11 15:17,Large equipment health operation monitoring and data analysis platform
基于大数据云计算的公路建管系统项目,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495945&idx=1&sn=9dae17f7e00215247e1a1b1f8a329028&chksm=cfb7964cf8c01f5ae751e40265a3d145234cda401fec1bc260995713b4782f5b78f48b0c59b6#rd,2024/10/10 15:39,Highway construction and management system project based on big data cloud computing
基于语义智能的网络信息内容生态治理,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495941&idx=1&sn=7055ed4ca6ae94d7cebc772d266d0146&chksm=cfb79640f8c01f56f0f7eab88a8beab6404a777cdc7a9078f163f2863193377fdcd1ce33e7dc#rd,2024/10/9 14:42,Ecological governance of network information content based on semantic intelligence
基于细粒度组织的科技创新知识洞察平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495937&idx=1&sn=306057438727c663fa9f11a1bbd0f9a8&chksm=cfb79644f8c01f528e545eb416ddf424ead28d2145f1f41f37f8f74a9f17a37277a51d1da948#rd,2024/10/8 15:44,Scientific and technological innovation knowledge insight platform based on fine-grained organization
小型化数字全息显微仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495887&idx=1&sn=48b7807766a48a82d58ba0f4d1138416&chksm=cfb7978af8c01e9c73f2a75b8c29e904ad6a99cb0e76c55e6d61d9c8c9da4fef55e1a6bc6eac#rd,2024/9/26 14:55,Miniature digital holographic microscope
激光光谱智能分析仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495874&idx=1&sn=3e410f326bd17297c93debb12550be20&chksm=cfb79787f8c01e91f75942e50f01ebdd42adbdac7fc7d414be6f4050474b4b38f88fa233c519#rd,2024/9/25 14:35,Laser Spectrum Intelligent Analyzer
微型纳秒激光器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495854&idx=1&sn=8596aeb28c986943d1251c947892df6c&chksm=cfb797ebf8c01efd754f3b7ac33631b88d62fe54421153592029ca9f3abc4af528141cf86b70#rd,2024/9/23 16:05,Micro nanosecond laser
高精度防爆式气体光电检测设备,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495848&idx=1&sn=5481b6502b780186c5efef4ba2c4deb4&chksm=cfb797edf8c01efb7baa872b92bd880c0fffe7615b6f13feebba267611f9cfbacb3538d58b2e#rd,2024/9/20 13:54,High-precision explosion-proof gas photoelectric detection equipment
皮带走廊无人值守系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495845&idx=1&sn=0792f33f4b71beeecd17848bb355d3de&chksm=cfb797e0f8c01ef6b8663e7ca88e4080eaaa1ca235ac2f06996955a24520802853b9998496df#rd,2024/9/19 14:17,Belt corridor unattended system
传输机皮带光电一体智能无人值守检测装置,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495841&idx=1&sn=0f96f1b96a497212b770a04a6b59f07f&chksm=cfb797e4f8c01ef2889a67dece318e6d7466135bf2c5dc37a5241dffff70a4b2e898a554cf35#rd,2024/9/18 14:22,Conveyor belt photoelectric integrated intelligent unattended detection device
高功率全固态飞秒激光器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495837&idx=2&sn=a8e956ef8af48c386347fbac535d260b&chksm=cfb797d8f8c01ece7bcb54ced81e3005259f45cd7a68d68aad6b1bf7e9185c2a10b773539745#rd,2024/9/14 17:21,High-power all-solid-state femtosecond laser
载重10公斤跨介质无人机,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495794&idx=1&sn=274f96436a3d293e3f86a3706c455d31&chksm=cfb79737f8c01e21d44a9e73db1688ce5584965b6a5d8d52fc587751af07d2281266903d806b#rd,2024/9/12 14:04,Cross-media drone with a load capacity of 10 kg
用于智能装配与健康监测的多功能柔性传感技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495780&idx=1&sn=7e8958408919fe651fb789320bc6771d&chksm=cfb79721f8c01e3705dd5f39ccafb171b4e19dff37972fd9e57119ff4e540024514b3538246a#rd,2024/9/11 16:46,Multifunctional flexible sensing technology for smart assembly and health monitoring
外夹式超声波流量计,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495777&idx=2&sn=b8c8a5c5952d0402ad3293a1a1a662a3&chksm=cfb79724f8c01e32c74253b10c484ee46acfdb8fcc00b619eff2ace20d383ae55bc2bddf9c0b#rd,2024/9/10 14:58,External clip-on ultrasonic flow meter
面向喉部康复监测的柔性集成智能感知技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495734&idx=1&sn=23f40c4e056c47a712a2786b28b5314c&chksm=cfb79773f8c01e650ba7a1a31d55d7ab563f4b434fc527cd7d7be33d4e7875cfcce2d183844c#rd,2024/9/6 15:28,Flexible integrated intelligent sensing technology for laryngeal rehabilitation monitoring
光学三维位姿在线监测系统 -DigiAMS,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495718&idx=1&sn=d4dfb7d6e7b5e00262586409e571f5a9&chksm=cfb79763f8c01e755107a6457907927ac513a9f037d456364bb9a19d3eea72f57c6824bd5ef2#rd,2024/9/4 17:56,Optical three-dimensional pose online monitoring system-DigiAMS
电子皮肤驱动的智能机器人精细触觉技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495715&idx=1&sn=6a216e5e17c03beb8de9744f40936cf6&chksm=cfb79766f8c01e70de9995e61f39383d5ac798d4b165b2c1f53c8b341855b77afb2c88f46952#rd,2024/9/3 15:39,Electronic skin-driven smart robot fine touch technology
Ka 频段立方星伞状可展开天线,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495694&idx=2&sn=38bd01646f896d218520d600d5cb68d8&chksm=cfb7974bf8c01e5d2f9a5520c8e32f9bd40a59883c295507c305a1505e2c68d5b36fb1a5d437#rd,2024/8/30 14:25,Ka-band cubesat umbrella-shaped deployable antenna
集成电子快速成型的研发,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495581&idx=1&sn=c15a60bdc5cf665b0f4f1cbe7d0dd9d5&chksm=cfb788d8f8c001ce7d4d619e8369adaccf680b73c648f550fc8a6386eb73a109e77604331a00#rd,2024/8/27 18:15,Research and development of integrated electronic rapid prototyping
“智道”- 轨道交通自动巡检机器人系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495576&idx=2&sn=6783d743385c5b5197141cfb23282c17&chksm=cfb788ddf8c001cbbdc03ced6a93e00ea5817cff45c51d3aaab9bdb3aa9db436d5edb6f668fa#rd,2024/8/26 14:23,"""Zhidao"" - rail transit automatic inspection robot system"
智能物联网感知与测试,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495567&idx=2&sn=d5c5dda53a0f86d8fb1a82f5a8644c76&chksm=cfb788caf8c001dc1b9646ead3a73ac8ee6fdeff499b8995098222cc31733ee2a2ff2b4f5568#rd,2024/8/23 17:12,Intelligent IoT sensing and testing
大型环保微波烘干生产线,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495556&idx=1&sn=d451d8740ce0b6dfc5b60419a60c8a3c&chksm=cfb788c1f8c001d7ed86579804767794f9360499ed1ec0a73e4eec4ab585675cc848f89e11af#rd,2024/8/22 15:49,Large environmentally friendly microwave drying production line
高温无霍尔直流电机伺服微驱动器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495552&idx=1&sn=2c723bd20ec5c1170f175da2d0f59c69&chksm=cfb788c5f8c001d34e42e589cd8e53010c45a416dcc5e3025f3461e0f36a5450c90819c38047#rd,2024/8/21 16:32,High temperature Hall-free DC motor servo micro driver
面向多源信息融合的电力电缆状态诊断技术及应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495548&idx=1&sn=f2fe2006b31a42d32798ba9df82cb4f8&chksm=cfb78839f8c0012f4c380164dc5e8cf49ec2743f51cad9bcfc2422bd6cc11eb61bca9d845543#rd,2024/8/20 17:08,Power cable status diagnosis technology and application for multi-source information fusion
数字近景摄影测量系统 -DigiCMM,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495533&idx=1&sn=a65eae19f4ed7dc9471f0deeaef77515&chksm=cfb78828f8c0013e80089cd573e554504b5b1c2dc25a3a3740b5f8b90c14a052cb2c08ed58c8#rd,2024/8/19 13:56,Digital close-range photogrammetry system-DigiCMM
基于 PXIE 接口的小型矢量网络分析仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495529&idx=1&sn=fb1e0d60f38cc6755b470fcfb31964ad&chksm=cfb7882cf8c0013acedb8d44e21e2dcef2bb3a39cd0c5e18da578609ec91f6f80f89050b5263#rd,2024/8/16 15:21,Small vector network analyzer based on PXIE interface
换热器的研究与设计方法,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495525&idx=1&sn=40ef86b2a1b3e57c897e0a94caf26a17&chksm=cfb78820f8c00136c36f278ba748c6a83cd5652268df5a79058e71690d663f1d7a70714f02f1#rd,2024/8/15 15:04,Heat exchanger research and design methods
工业机器人高保真数字孪生及其故障诊断系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495521&idx=1&sn=5717a7e2dff62c28ddb78b9f703808b4&chksm=cfb78824f8c00132d6de07ee6b98c8593c204e42b565c4bda6f4b7bd3df128335bb7630d46e3#rd,2024/8/14 14:16,High-fidelity digital twin of industrial robot and its fault diagnosis system
动力电池系统耐久性快速评价技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495517&idx=1&sn=79a378cd6f741fc83a81ef642f24a5ef&chksm=cfb78818f8c0010e7b81bb9e11294d21dada50c88f290faacf8ed6edfad8176a96c251363f41#rd,2024/8/13 14:36,Power battery system durability rapid evaluation technology
负离子教室护眼灯,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495513&idx=1&sn=3ee8b14270a50495b9e7fd951e54c0c0&chksm=cfb7881cf8c0010a9b9df311faba428133ba878246104afe884e1e49f966d4fbaa7695c8fabb#rd,2024/8/12 13:52,Negative ion classroom eye protection lamp
监控与运维系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495508&idx=1&sn=eb58883d04dbe66f3a4d0625f9f8905d&chksm=cfb78811f8c001074e72979f916d6162f94762b7ba86349aff2fc81e58fa634133df818cb5c5#rd,2024/8/9 14:27,Monitoring and operation and maintenance system
面向智能无人装备的国产高级综合电子与软件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495489&idx=2&sn=2bd5368bf8bb6981631282d06de077b2&chksm=cfb78804f8c0011208457495efb1a9769c90e209b7d3850ae74a65675c05ce453479d53400bc#rd,2024/8/7 16:32,Domestic advanced integrated electronics and software for intelligent unmanned equipment
自主可控输入输出设备关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495475&idx=1&sn=4a5287b3a8b54e6faba72367dc5f264c&chksm=cfb78876f8c001603b2abba945f89dc31749bcb3ae68810b271d5610cd6983c0f4b052252b73#rd,2024/8/6 15:24,Key technologies for independent controllable input and output equipment
下颌康复远程智能监测系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495458&idx=1&sn=0e0fdf5b4eaba094f60ed49dcdbb4e29&chksm=cfb78867f8c0017113ba0e2ec59d7f162838994b810f0b605dfd7f75d0e1774df3121ae307a1#rd,2024/8/2 15:46,Mandibular rehabilitation remote intelligent monitoring system
智慧哨兵系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495451&idx=1&sn=480bc702417dbf74d16a03b5a8f6d16f&chksm=cfb7885ef8c00148b130884f5343c22b30471ffb62f921bff4554ae161243fe0e24045012987#rd,2024/7/31 15:37,Smart Sentinel System
毫米波雷达目标跟踪和分类技术研究合作项目,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495447&idx=1&sn=5fbc6bdf5192707821382bfaca1853c5&chksm=cfb78852f8c001440e9d2ba0afeb00254a55c1774021f2da62d8cc4fb0927afa6f75bd6fcf49#rd,2024/7/30 16:16,Millimeter wave radar target tracking and classification technology research cooperation project
HY 行动 - 低成本三坐标小型监视雷达,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495413&idx=1&sn=2539fb0b4cf3662257af6c8450f2d96d&chksm=cfb789b0f8c000a646fafa54cb35c0212364fb08f522cd496d4d78d825dfbc9b6582b5c4cdfb#rd,2024/7/26 14:57,Operation HY - low-cost three-coordinate small surveillance radar
智能化对抗决策控制系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495409&idx=1&sn=8d315c9d9c0ef0c613653d0f52f79e48&chksm=cfb789b4f8c000a23564f0a94094404988ca8de908ab4d78376f163f1ac851b789af1c67ec52#rd,2024/7/25 14:58,Intelligent confrontation decision-making control system
新型电磁波调控理论及天线阵列应用研究,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495407&idx=1&sn=d97d89f7dfc27cca83fb0b21c8c44046&chksm=cfb789aaf8c000bcabb426e622cc2053c69480014361fc7e1b172fd3581b55ca731067c976ed#rd,2024/7/24 17:09,Research on new electromagnetic wave control theory and antenna array application
高速电路信号 / 电源完整性分析与优化软件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495404&idx=1&sn=3b00690ed631c0faf32f7b06dcd967c2&chksm=cfb789a9f8c000bf5127b71799b33e90222bdb193054709195aa28f8aa62f4451963d9e016d2#rd,2024/7/23 16:35,High-speed circuit signal/power integrity analysis and optimization software
电路原理图 /PCB 图智能化审查系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495402&idx=1&sn=4f2d38725ddfab66bf3d41fd2fe86461&chksm=cfb789aff8c000b97bb584c42c57cef731961902a9943ce91826fcadf944de9f0055d0c30b19#rd,2024/7/22 15:20,Circuit schematic/PCB diagram intelligent review system
低比吸收率与高头手模效率终端天线,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495357&idx=1&sn=cb8aa035ea49d36094d57fd9aa4fa393&chksm=cfb789f8f8c000ee60689b219218dca5d84e76438b5e19605ce6efe3e0a6023b81dcf2c9b958#rd,2024/7/17 15:40,Low specific absorption rate and high hand mold efficiency terminal antenna
应用于 5G/6G 的高性能无线通信器件及自检测设备的研发及产业化,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495326&idx=1&sn=85a32bbf28099d43bf7e4c8ee879b359&chksm=cfb789dbf8c000cdcba502fcf1d5a3523ee20b5f10d3c8fdc2d599e49229bb0068441907bc50#rd,2024/7/15 15:18,R&D and industrialization of high-performance wireless communication devices and self-test equipment applied to 5G/6G
室内智能位置与姿态检测系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495319&idx=1&sn=c7ca5ea133b32275cb0a0c574afa2fe3&chksm=cfb789d2f8c000c4d02ead246d73680aabce66487687c3b7cf4782971be0b1a01827e4826383#rd,2024/7/12 15:57,Indoor intelligent position and attitude detection system
智能电网 CPS 网络安全防护关键技术研究,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495315&idx=1&sn=8e3c8c0163c6e5c2fcfd011bc0639e61&chksm=cfb789d6f8c000c070b15c9dbcfc80d563637004f5e8d08d2d6d1e11647944cc78f4335dd3a1#rd,2024/7/11 14:54,Research on key technologies for smart grid CPS network security protection
CN113596912B 基于 RAN 切片的无线异构网络资源调度方法,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495217&idx=1&sn=c0b6bf62f2679547d8b45a26cdac6565&chksm=cfb78974f8c00062b8ded474c7439d9df25ebcc1777681ea56649746ab3faf95882c0979d99d#rd,2024/7/3 15:02,CN113596912B Wireless heterogeneous network resource scheduling method based on RAN slicing
6G无线网络安全架构关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495214&idx=1&sn=c9954de38ca84b54876b15a1a4894cb3&chksm=cfb7896bf8c0007d10b744631e46d63f95d390470f0dae0b37ad4a56bf7aba450408c7b14735#rd,2024/7/2 17:36,Key technologies of 6G wireless network security architecture
高速 RS 编译码器的设计与硬件实现技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495206&idx=1&sn=d425852b6674e88f6d4384cb3770b9c3&chksm=cfb78963f8c000752f52f887e2675ce39e56be08561ebabf7bda4d2c38169f54ec3325b07d41#rd,2024/6/28 14:08,Design and hardware implementation technology of high-speed RS codec
面向异构数据中心的分布式机器学习高效运行方法研究,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495202&idx=1&sn=3e3a84246dfc5c8fad3e7cd74c869b51&chksm=cfb78967f8c000717249255c88e187744b6c657dcea47405c8b60d455120180aa9e5a3e2b57f#rd,2024/6/27 14:47,Research on efficient operation methods of distributed machine learning for heterogeneous data centers
智能化可演进网络关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495198&idx=1&sn=fa282bc1aa030f41805774ac048b80c4&chksm=cfb7895bf8c0004d32550bc14ec97a0d0718780eeba4f9aac7cbe62e7137a8fd0d8307e2f36d#rd,2024/6/26 15:20,Key technologies for intelligent and evolvable networks
基于路由交换的异构计算系统算力扩展,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495147&idx=1&sn=b002f1538e32734049b3e30ba4a17b09&chksm=cfb78aaef8c003b874198ce574f802dabde5d77f1a9a66a1f98183f640824e197a3e7105897d#rd,2024/6/21 15:51,Computing power expansion of heterogeneous computing systems based on routing and switching
面向数据密集型应用的扁平化、低时延、可重构光电混合互连系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495143&idx=1&sn=560318c850944c487110500a25f717f8&chksm=cfb78aa2f8c003b4aa10c0d379b4e978fe13bb6c8bdfc4b4bd5f2a6ccb740a194c7c2c148fb4#rd,2024/6/20 16:43,"Flat, low-latency, reconfigurable optical-electrical hybrid interconnection system for data-intensive applications"
基于北斗通信的高精密阀门远程控制器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495139&idx=1&sn=3235146476171f4c38504b665ef0cb84&chksm=cfb78aa6f8c003b031e68e2401bde85efbb39bbf5f21c6ecb89f8ef06a88f22d46d3067e481c#rd,2024/6/19 16:16,High-precision valve remote controller based on Beidou communication
“一触迹发”,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495135&idx=1&sn=4bba15a189543d2edff07673ccb2d45a&chksm=cfb78a9af8c0038cbfad7e4ce1663fa4095f37652b247381060f123219c59ded4071b0eb6439#rd,2024/6/18 17:03,"""At the touch of a button"""
卫星集群仿真应用开发平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495131&idx=1&sn=fccf35c88aadab81b81cfebfc8251142&chksm=cfb78a9ef8c003880799482bcf48a7d19cb65130c18f135339936b41f0e9ac245a5f2eff461a#rd,2024/6/17 14:31,Satellite cluster simulation application development platform
多波束 / 涡旋波束天线技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495079&idx=1&sn=7644f8fe26444b6890773526562f31a4&chksm=cfb78ae2f8c003f44b5b050accd5f0320f0fb02113b45818d77abc35d772b307c163daa37519#rd,2024/6/13 15:34,Multi-beam/Vortex Beam Antenna Technology
跨域人脸图像重建,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247495075&idx=1&sn=bd947a6a599f17bcd526c64f75c12e3d&chksm=cfb78ae6f8c003f0252806adbb11e1c8004c37064e0a5a598598264d5ad67de94a4c33c215f0#rd,2024/6/12 17:41,Cross-domain face image reconstruction
智能灯光照明导引系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247494996&idx=1&sn=15a90eef61ad4f98251ec5bd9f07e5b9&chksm=cfb78a11f8c0030765cfb1e51ec34e00edd72c79046b69d93e32bf8c790b8c38b332a9c8d417#rd,2024/6/7 15:26,Intelligent lighting guidance system
时间敏感网络原型与验证系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247494994&idx=2&sn=1b1dcb59bd317392636faf6d03bcf8c7&chksm=cfb78a17f8c00301e6103234c424f9e0497b19cb3b44aabbffb0d9fd7ef0e642c7c638147e5e#rd,2024/6/6 17:46,Time-sensitive network prototyping and verification system
数字近景摄影测量系统 -DigiCMM,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247494915&idx=1&sn=0ccdda005ed04d81b1186c42d59e7526&chksm=cfb78a46f8c0035013053e133f4cc7466d954df90164172de047196e398b8fc4ac0541c3d022#rd,2024/6/5 16:27,Digital close-range photogrammetry system-DigiCMM
